time,GHI,AC_Power_W,Wind_Power_W,PU,Wind_PU
2020-08-20 17:30:00+08:00,412.1,28514587.031155847,100000000.0,0.28514587031155847,1.0
2020-08-20 18:30:00+08:00,209.1,9868016.78884771,100000000.0,0.0986801678884771,1.0
2020-08-20 19:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-20 20:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-20 21:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-20 22:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-20 23:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-21 00:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-21 01:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-21 02:30:00+08:00,0.0,0.0,100000000.0,0.0,1.0
2020-08-21 03:30:00+08:00,0.0,0.0,81195006.64866397,0.0,0.8119500664866397
2020-08-21 04:30:00+08:00,0.0,0.0,62166707.202912755,0.0,0.6216670720291275
2020-08-21 05:30:00+08:00,0.0,0.0,29207356.768592462,0.0,0.29207356768592463
2020-08-21 06:30:00+08:00,0.0,0.0,7364972.675881716,0.0,0.07364972675881716
2020-08-21 07:30:00+08:00,70.55,3929803.5925152935,1406997.6246479372,0.039298035925152935,0.014069976246479373
2020-08-21 08:30:00+08:00,108.55,7835181.633393416,3687290.7361269547,0.07835181633393416,0.036872907361269545
2020-08-21 09:30:00+08:00,213.9,16186230.239281923,2732441.250786569,0.16186230239281924,0.02732441250786569
2020-08-21 10:30:00+08:00,187.85,14401508.450178469,20809440.99695132,0.14401508450178468,0.2080944099695132
2020-08-21 11:30:00+08:00,496.7,41663824.93615805,64223306.09441513,0.41663824936158056,0.6422330609441513
2020-08-21 12:30:00+08:00,647.2,54049000.77681051,100000000.0,0.5404900077681051,1.0
2020-08-21 13:30:00+08:00,403.9,32457015.110741973,100000000.0,0.3245701511074197,1.0
2020-08-21 14:30:00+08:00,458.4500000000001,36250928.44212713,98094569.87960711,0.3625092844212713,0.9809456987960711
2020-08-21 15:30:00+08:00,390.2000000000001,30768053.21139702,100000000.0,0.3076805321139702,1.0
2020-08-21 16:30:00+08:00,312.04999999999995,24241133.244814564,100000000.0,0.24241133244814564,1.0
2020-08-21 17:30:00+08:00,301.95,21665830.24582287,100000000.0,0.2166583024582287,1.0
2020-08-21 18:30:00+08:00,161.7,8328675.654703927,99328529.21450853,0.08328675654703928,0.9932852921450853
